Source.Name	Name	Mobile Number	Review Count	Rating	Catagory	Address	Website	Email Id	PlusCode	Closing Hours	latitude	latitude_1	Instagram Profile	Facebook Profile	Linkedin Profile	Twitter Profile	Images Folder
PAWN SHOP BENGKULU	Pegadaian Simpang Sekip	736347767	5 reviews	4.2	Pawn shop in Bengkulu	Jl. S. Parman 6, Ps. Melintang, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu 38223				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-3795555	102259166	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP BENGKULU	Toko Idola 2 Bengkulu	73620302	(759)	4.4	Home improvement store in Bengkulu	Jl. Jawa No.25, Pengantungan, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38221	https://instagram.com/tokoidola2.bengkulu?igshid=1v60vbvnytfn6			Monday 9.00 am–5.30 pm Tuesday 9.00 am–5.30 pm Wednesday 9.00 am–5.30 pm Thursday 9.00 am–5.30 pm Friday 9.00 am–5.30 pm Saturday 9.00 am–5.30 pm Sunday Closed	-3.7884139E+016	1022650642	https://www.instagram.com/tokoidola2.bengkulu/				
PAWN SHOP BENGKULU	Pegadaian Kc Arga	85274209727				Jl. Tembok Baru No.31, Anggut Bawah, Kec. Ratu Samban, Kota Bengkulu, Bengkulu					-38005441	102257759					
PAWN SHOP BENGKULU	The Palace National Jeweler - Bencoolen Mall	81119901028	(598)	5	Jewelry store in Bengkulu	Bencoolen Mall The Avenue Lt. Dasar E15-16, Jl. Pariwisata No.1, Penurunan, Ratu Samban, Bengkulu City, Bengkulu	https://thepalacejeweler.com/			Monday 10.00 am–10.00 pm Tuesday 10.00 am–10.00 pm Wednesday 10.00 am–10.00 pm Thursday 10.00 am–10.00 pm Friday 10.00 am–10.00 pm Saturday 10.00 am–10.00 pm Sunday 10.00 am–10.00 pm	-38113919	1022686468	https://www.instagram.com/thepalace_id	https://www.facebook.com/thepalacejewelerid/			
PAWN SHOP BENGKULU	Toko perak raflesia	81514235345	16 reviews	4.7	Jeweler in Bengkulu	1 no.48, Jl. K.Z. Abidin, Kebun Dahri, pasar minggu, Bengkulu City, Bengkulu 38114				Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–5.00 pm Saturday 8.00 am–5.00 pm Sunday 8.00 am–5.00 pm	-37938918	102265727	https://www.instagram.com/tokoperakraflesia/				
PAWN SHOP BENGKULU	Pegadaian UPC Panorama		4 reviews	4	Pawn shop in Bengkulu	58H4+R94, Jl. Salak, Lkr. Tim., Kec. Singaran Pati, Kota Bengkulu, Bengkulu 38225				Monday 7.30 am–3.01 pm Tuesday 7.30 am–3.01 pm Wednesday 7.30 am–3.01 pm Thursday 7.30 am–3.01 pm Friday 7.30 am–3.01 pm Saturday 7.30 am–3.01 pm Sunday Closed	-3820477699999999	1023059277					
PAWN SHOP BENGKULU	TOKO MAS DIAMOND	85268840291	5 reviews	4.6	Shopping mall in Bengkulu	6748+VWQ, Belakang Pondok, Ratu Samban, Bengkulu City, Bengkulu 38222				Monday 9.00 am–5.00 pm Tuesday 9.00 am–5.00 pm Wednesday 9.00 am–5.00 pm Thursday 9.00 am–5.00 pm Friday 9.00 am–5.00 pm Saturday 9.00 am–5.00 pm Sunday 9.00 am–5.00 pm	-37928116	1022674042					
PAWN SHOP BENGKULU	GLOBAL PETSHOP BENGKULU	82181858840	6 reviews	4.8	Store in Bengkulu	6726+6X2, Jl. Soekarno Hatta, Anggut Atas, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38222				Monday 9.00 am–9.00 pm Tuesday 9.00 am–9.00 pm Wednesday 9.00 am–9.00 pm Thursday 9.00 am–9.00 pm Friday 9.00 am–9.00 pm Saturday 9.00 am–9.00 pm Sunday 9.00 am–9.00 pm	-3.7994963E+016	1022623954	https://www.instagram.com/globalpetshopbengkulu/				
PAWN SHOP BENGKULU	Toko Mas Diamond	73621865	2 reviews	5	Jeweler in Bengkulu	JL. KZ. Abidin, No. 39, Kebun Dahri, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38114				Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–5.00 pm Saturday 8.00 am–5.00 pm Sunday 8.00 am–5.00 pm	-37942714	1022641689					
PAWN SHOP BENGKULU	Pegadaian Upc Ipuh	73761316				57X7+XW3, JL. Fatmawati, Ipuh Muko Selatan Argamakmur, Penurunan, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38222					-3.8001094E+016	1022647985					
PAWN SHOP BENGKULU	Pegadaian Upc Ketahun	7377524004				JL. Wijaya Kesuma Rawasari, No D 1 Jl Wijaya Kesuma Rawasari No D 1 Argamakmur Bengkulu Argamakmur, Anggut Atas, Bengkulu, Kota Bengkulu, Bengkulu					-3800649	102256203					
PAWN SHOP BENGKULU	Toko Mas Asia	73621956	404 reviews	4.4	Jewelry store in Bengkulu	Jl. K.Z. Abidin No.I, Kebun Dahri, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38114				Monday 8.00 am–5.00 pm Tuesday 9.00 am–4.30 pm Wednesday 9.00 am–4.30 pm Thursday 9.00 am–4.30 pm Friday 9.00 am–4.30 pm Saturday 8.00 am–5.00 pm Sunday 9.00 am–4.30 pm	-37944068	1022643782	https://www.instagram.com/asianmurni/				
PAWN SHOP BENGKULU	Toko Mas Surya Baru	811731177	12 reviews	4.3	Jewelry store in Bengkulu	Jl. Pendakian No.99, Malabero, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu 38115				Monday 8.00 am–6.00 pm Tuesday 8.00 am–6.00 pm Wednesday 8.00 am–6.00 pm Thursday 8.00 am–6.00 pm Friday 8.00 am–6.00 pm Saturday 8.00 am–6.00 pm Sunday 8.00 am–6.00 pm	-37880342	1022489741	https://www.instagram.com/tokomassuryabaru/				
PAWN SHOP BENGKULU	Pegadaian Arga Makmur	737522282	7 reviews	4	Pawn shop in Arga Makmur, Bengkulu	Jl. Sutan Syahrir, Air Merah, Bengkulu Utara, Kabupaten Bengkulu Utara, Bengkulu 38612				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-3433967	1021922822	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP BENGKULU	Pegadaian Manna	73923450	13 reviews	4.6	Pawn shop in Bengkulu	Jl. Sersan M Thoha No.111, Ketapang Besar, Manna, Padang Niur, Kota Manna, South Bengkulu Regency, Bengkulu 38516				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-4464660500000001	102906515	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP BENGKULU	Pegadaian UPC Pasar Kutau (Man	73923450	1 review	3	Pawn shop in Arga Makmur, Bengkulu	Jl. Kol Burlian, Pasar Kutau Manna, (Depan Samsat), Gunung Besar, Arma Jaya, Bengkulu Selatan, Bengkulu 38611				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-34508682	102220463	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP BENGKULU	Toko Idola		28 reviews	4.8	Furniture store in Bengkulu	Jl. S. Parman No.47, Padang Jati, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38222				Monday 9.00 am–5.00 pm Tuesday 9.00 am–5.00 pm Wednesday 9.00 am–5.00 pm Thursday 9.00 am–5.00 pm Friday 9.00 am–5.00 pm Saturday 9.00 am–5.00 pm Sunday 9.00 am–5.00 pm	-3.8006478E+016	1022721049					
PAWN SHOP BENGKULU	Pegadaian		2 reviews	4	Pawn shop in Bengkulu	9H4C+8HP, Jl. Santoso, Pensiunan, Kec. Kepahiang, Kabupaten Kepahiang, Bengkulu 39372					-364416	1025714563	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP BENGKULU	Pegadaian UPC Bintuhan	73923450	2 reviews	5	Pawn shop in Bengkulu	Jl. Desa Air Dingin, Bintuhan, (Depan Masjid Jam'i), Air Dingin, Kaur Selatan, Kaur Regency, Bengkulu 38911				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-47930718	1.033473766E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP BENGKULU	Toko Mas Logam Mulia					666X+MQC, Jl. Pendakian, Malabero, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu 38115				Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–5.00 pm Saturday 8.00 am–5.00 pm Sunday 8.00 am–5.00 pm	-3.7883067E+016	1022494012					
PAWN SHOP BENGKULU	Toko Emas Jenewa		1 review	5	Store in Bengkulu	Pasar panorama blok AA no 25, Lkr. Tim., Kec. Singaran Pati, Kota Bengkulu, Bengkulu 38225				Monday 10.00 am–5.00 pm Tuesday 10.00 am–5.00 pm Wednesday 10.00 am–5.00 pm Thursday 10.00 am–5.00 pm Friday 10.00 am–5.00 pm Saturday 10.00 am–5.00 pm Sunday 10.00 am–5.00 pm	-3.8152748E+016	1022998659					
PAWN SHOP GORONTALO	Gadai Gemoy					Masjid Al-Ikhlas, Kompleks, Jl. Salak, Tomulabutao, Dungingi, Kota Gorontalo, Gorontalo 96138				Monday Open 24 hours Tuesday Open 24 hours Wednesday Open 24 hours Thursday Open 24 hours Friday Open 24 hours Saturday Closed Sunday Closed	5739789	123046452					
PAWN SHOP GORONTALO	Perum Pegadaian - CPP Gorontalo Sam Ratulangi	435822707	9 reviews	3.7	Pawn shop in Gorontalo	Jl. Samratulangi No.35, Limba U Dua, Kota Sel., Kota Gorontalo, Gorontalo 96138				Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–3.30 pm Saturday 8.00 am–3.30 pm Sunday Closed	5474214	1.230591388E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Pegadaian Syariah		20 reviews	4.4	Pawn shop in Gorontalo	G3Q6+X84, Jl. Ahmad Yani, Limba B, Kota Sel., Kota Gorontalo, Gorontalo 96134				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–1.00 pm Sunday Closed	5398712999999999	1.230609147E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Toko Emas Istana		3 reviews	4.7	Shopping mall in Gorontalo	G3W5+5JG, Jl. Samratulangi, Limba U I, Kota Sel., Kota Gorontalo, Gorontalo 96135				Monday 9.00 am–4.45 pm Tuesday 9.00 am–4.45 pm Wednesday 9.00 am–4.45 pm Thursday 9.00 am–4.45 pm Friday 9.00 am–4.45 pm Saturday 9.00 am–4.45 pm Sunday Closed	5454218	1230590742					
PAWN SHOP GORONTALO	Pegadaian Cabang Gorontalo Utara (Jl.HB Jassin/eks Jl.Agus Salim)		7 reviews	3.6	Pawn shop in Gorontalo	Jl. Prof. Dr. H.B. Jassin Jl. Kh. Agus Salim No.264, Dulalowo, Kec. Kota Tengah, Kota Gorontalo, Gorontalo 96138				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–1.00 pm Sunday Closed	5604463	1.230479746E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	KSPPS INTI RAHN NUSANTARA KC.HB JASSIN	81243439001				Jl. Prof. Dr. H.B. Jassin, Limba B, Kota Sel., Kota Gorontalo, Gorontalo 96111				Monday 8.00 am–9.00 pm Tuesday 8.00 am–9.00 pm Wednesday 8.00 am–9.00 pm Thursday 8.00 am–9.00 pm Friday 8.00 am–9.00 pm Saturday 8.00 am–9.00 pm Sunday Closed	5452286	1230532953					
PAWN SHOP GORONTALO	Perum Pegadaian - CPP Gorontalo Utara	435822291	1 review	5	Pawn shop in Gorontalo	Jl. Prof. Dr. H.B. Jassin Jl. Kh. Agus Salim No.264, Dulalowo, Kec. Kota Tengah, Kota Gorontalo, Gorontalo 96138					5604564	1.230482724E+016					
PAWN SHOP GORONTALO	Pegadaian Cabang Kota Selatan		5 reviews	4.4	Pawn shop in Gorontalo	G3M4+Q7J, Biawu, Hulonthalangi, Kota Gorontalo, Gorontalo 96133				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	534492	1230556916					
PAWN SHOP GORONTALO	Pegadaian Gorontalo Strl	435822707				Jl. Sam Ratulangi No.35 Limba VII, Oluhuta, Kabila, Bone Bolango Regency, Gorontalo 96115				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	5396158	1.230957799E+016					
PAWN SHOP GORONTALO	Pegadaian Tanggikiki	85398242650	1 review	3	Pawn shop in Gorontalo	Jl. Andalas No.33, Tanggikiki, Kec. Sipatana, Kota Gorontalo, Gorontalo 96128	https://www.pegadaian.co.id/			Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–3.30 pm Saturday 8.00 am–1.00 pm Sunday Closed	5683836999999999	1.230660878E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	PEGADAIAN Oluhuta, Kabila		6 reviews	4.5	Pawn shop in Gorontalo	G3RX+CMX, Oluhuta, Kabila, Bone Bolango Regency, Gorontalo 96115					5411079999999999	1230992294					
PAWN SHOP GORONTALO	Perum Pegadaian - UPC Wongkaditi	213155550				H33P+H62, JL. Profesor Doktor Haji Aloe Saboe, Gorontalo, Wongkaditi, Kota Utara, Kota Gorontalo, Gorontalo 96115				Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–2.30 pm Saturday 8.00 am–1.00 pm Sunday Closed	5538858999999999	1230855258	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Loak Jaya Mas Joko	81342783333	27 reviews	4.4	Consignment shop in Gorontalo	H357+FMF, I, Jl. Pangeran Hidayat, Liluwo, Kec. Kota Tengah, Kota Gorontalo, Gorontalo 96128					558679	1230641866					
PAWN SHOP GORONTALO	Pegadaian UPC Padebuolo	82194912662	5 reviews	4.6	Pawn shop in Gorontalo	Jl. Sultan Botutihe, Padebuolo, Kec. Kota Tim., Kota Gorontalo, Gorontalo 96135	https://www.pegadaian.co.id/			Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.01 am–12.01 pm Sunday Closed	5382226	1.230702751E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Pegadaian		1 review	4	Pawn shop in Gorontalo	G3V3+XJW, Jl. Kh. Agus Salim, Limba U Dua, Kota Sel., Kota Gorontalo, Gorontalo 96136				Monday 7.30 am–12.00 pm, 1.00–3.00 pm Tuesday 7.30 am–12.00 pm, 1.00–3.00 pm Wednesday 7.30 am–12.00 pm, 1.00–3.00 pm Thursday 7.30 am–12.00 pm, 1.00–3.00 pm Friday 7.30–11.30 am, 1.00–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed	5449726	1.230540801E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Toko emas mega murni	81245777713	11 reviews	4.8	Jewelry store in Gorontalo	G3W5+6FH, Limba U Dua, South Kota, Kota Gorontalo, Gorontalo 96135				Monday 9.25 am–5.00 pm Tuesday 9.25 am–5.00 pm Wednesday 9.25 am–5.00 pm Thursday 9.25 am–5.00 pm Friday 9.25 am–5.00 pm Saturday 9.25 am–5.00 pm Sunday 9.25 am–5.00 pm	5455672	1.230587398E+016					
PAWN SHOP GORONTALO	yongkie celuler gorontalo	89695669081				Jl. Nani Wartabone No.kelurahan, Limba U1, Kota Sel., Kota Gorontalo, Gorontalo 96115				Monday 8.00 am–12.00 am Tuesday 8.00 am–12.00 am Wednesday 8.00 am–12.00 am Thursday 8.00 am–12.00 am Friday 8.00 am–12.00 am Saturday 8.00 am–12.00 am Sunday 8.00 am–12.00 am	548281	1.230622956E+016					
PAWN SHOP GORONTALO	Pegadaian UPC Wumialo	435821117				Jl. Arif Rahman Hakim 16, Kel.Wumialo, Gorontalo 96143				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	5615570999999999	1.23059917E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Pegadaian UPC Limba	435822707				Jl. Kartini, Ipilo, Kota Timur, Kota Gorontalo, Gorontalo 96164				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	533333	1.23066667E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	MAHARANI	435830535	(234)	4.3	Souvenir store in Gorontalo	Jl. Nani Wartabone No.6, Heledulaa Sel., Kec. Kota Tim., Kota Gorontalo, Gorontalo 96114				Monday 9.00 am–10.00 pm Tuesday 9.00 am–10.00 pm Wednesday 9.00 am–10.00 pm Thursday 9.00 am–10.00 pm Friday 9.00 am–10.00 pm Saturday 9.00 am–10.00 pm Sunday 9.00 am–10.00 pm	5379708	1230608823					
PAWN SHOP GORONTALO	Pegadaian UPC Tuladenggi	435822291	1 review	5	Pawn shop in Gorontalo	Jl. Limboto Raya KM. 13, Tuladenggi, Telaga Biru, Dulamayo Bar., Kec. Telaga, Kabupaten Gorontalo, Gorontalo 96147				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	6040700999999999	1230300572	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Pegadaian CPP Limboto	435881413	6 reviews	4.8	Pawn shop in Gorontalo	Jl. Deliana Hippy No.290, Limboto, Kayubulan, Gorontalo, Kabupaten Gorontalo, Gorontalo 96158				Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed	6257853999999999	1229780611	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Servis kompor gas	85696031859	4 reviews	5	Home goods store in Gorontalo	G2VH+H99, Unnamed Road, Pilolodaa, Kec. Kota Bar., Kabupaten Gorontalo, Gorontalo 96181				Monday Open 24 hours Tuesday Open 24 hours Wednesday Open 24 hours Thursday Open 24 hours Friday Open 24 hours Saturday Open 24 hours Sunday Open 24 hours	5438985	1.230285424E+016					
PAWN SHOP GORONTALO	LAPAK MIDONG	85242783911	8 reviews	4.3	Women's clothing store in Gorontalo	H28H+839, Lauwonu, Tilango, Gorontalo Regency, Gorontalo 96137					5658032	1.230277379E+016					
PAWN SHOP GORONTALO	Pegadaian UPC Tapa	435822291				Jl. Tapa Desa Talumopatu, Kec. Tapa, Bone Bolango Regency, Gorontalo 96125				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	5892364	1.231042183E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP GORONTALO	Pegadaian Paguyamam		2 reviews	5	Pawn shop in Gorontalo	JHJF+VF3, Molombulahe, Paguyaman, Boalemo Regency, Gorontalo 96261					6321276	1225736757					
PAWN SHOP GORONTALO	Pegadaian Unit BRI Pelabuhan Anggrek	81110639777				Jl. Trans Jl. Buol - Gorontalo, Ilangata, Kec. Anggrek, Kabupaten Gorontalo Utara, Gorontalo 96525				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday Closed Sunday Closed	8475349	1227741523					
PAWN SHOP JAMBI	Pegadaian Mayang Mangurai	82371225892	10 reviews	3.7	Pawn shop in Jambi City, Jambi	Jl. Sk. Rd. Syahbudin No.16, Mayang Mangurai, Kec. Kota Baru, Kota Jambi, Jambi 36129					-1.6381642E+016	1035817895	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	Pegadaian Syariah		2 reviews	5	Pawn shop in Jambi City, Jambi	Pasar Jl. Orang Kayo Pingai No.22, Talang Banjar, Kec. Jambi Tim., Kota Jambi, Jambi 36123					-1.5985822E+016	1036304186					
PAWN SHOP JAMBI	Gadai Kito Jaya	82164870664	2 reviews	5	Pawn shop in Jambi	Mendalo Darat, Jambi Luar Kota, Jambi, 36361					-1.6196136E+016	1.035295485E+016					
PAWN SHOP JAMBI	Pegadaian Telanaipura	741668990	6 reviews	3.5	Pawn shop in Jambi City, Jambi	9HQM+27J, Jl. RE. Marta Dinata, Telanaipura, Kec. Telanaipura, Kota Jambi, Jambi 36122					-16123944	1.035831677E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	pt rumah titip siginjai	85269750748	1 review	5	Pawn shop in Jambi City, Jambi	Jl. Prof. DR. Hamka, Murni, kec.danau sipin, Kota Jambi, Jambi 36111				Monday 9.00 am–10.00 pm Tuesday 9.00 am–10.00 pm Wednesday 9.00 am–10.00 pm Thursday 9.00 am–10.00 pm Friday 9.00 am–10.00 pm Saturday 9.00 am–10.00 pm Sunday 9.00 am–10.00 pm	-1597477	1036069616					
PAWN SHOP JAMBI	Pegadaian UPC Buluran Kenali	74161188	9 reviews	4.2	Pawn shop in Jambi City, Jambi	Jl. DR. Siwabessy, Buluran Kenali, Jambi, Kota Jambi, Jambi 36123				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-15985844	1.035763682E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	Pegadaian UPS Simpang Mayang	74164113	3 reviews	4	Pawn shop in Jambi City, Jambi	Jl. Ir. H. Juanda Kel. Simp III No.17, Simpang III Sipin, Kec. Kota Baru, Kota Jambi, Jambi 36124				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-16211908	1035882085	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	Pegadaian Desa Gedang. - Sungai Penuh		6 reviews	3.7	Pawn shop in Sungai Penuh, Jambi	WCP2+H65, Pasar Baru, Sungai Penuh, Sungai Penuh City, Jambi 37114					-20636242	1.014006188E+016					
PAWN SHOP JAMBI	Pegadaian UPS Pasar Angso Duo	74123917	2 reviews	4.5	Pawn shop in Jambi City, Jambi	Jl. Sultan Thaha No.183, RT.17, Beringin, Kec. Ps. Jambi, Kota Jambi, Jambi 36112				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-15920362	1.036105366E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	PT.GADAI MANDIRI SENTOSA	82170875215	20 reviews	5	Pawn shop in Jambi City, Jambi	seberang MM.JOJO, Jl. Penerangan, Kenali Besar, Kec. Kota Baru, Kota Jambi, Jambi 36129				Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–4.00 pm Saturday 8.00 am–4.00 pm Sunday Closed	-16409292	1035477061					
PAWN SHOP JAMBI	Pegadaian UPS Paal Merah	74123917				Jl. Ar Shaleh RT.02, Kel. Pal Merah, Kel. Cempaka Putih, Jelutung, Cempaka Putih, Jelutung, Jambi City, Jambi 36139				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-1.6041749E+016	1036145789	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	Pegadaian	741324622				CJ2X+6HV, JL Sentot Ali Basya, Payo Selincah, Payo Selincah, Kec. Jambi Tim., Kota Jambi, Jambi 36121	https://www.pegadaian.co.id/				-159938	103648918	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
PAWN SHOP JAMBI	Pegadaian UPC Selincah	74124622	10 reviews	4.6	Pawn shop in Jambi City, Jambi	Jl. Sentot Alibasyah, Payo Selincah, Kec. Jambi Tim., Kota Jambi, Jambi 36121				Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed	-16052362	1.03644214E+016	https://www.instagram.com/pegadaian_id/	https://www.facebook.com/PegadaianPersero			
