Source.Name,Name,Mobile Number,Review Count,Rating,Catagory,Address,Website,Email Id,PlusCode,Closing Hours,latitude,latitude_1,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder,Kecamatan,Kelurahan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Lor Tvri,274623506.0,65 reviews,4.5,Pawn shop in Indonesia,"Jalan Magelang Km. 5,6 No. 58, Kutu Tegal, Sindoati, Mlati, Kutu Tegal, Sinduadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7.7552748e+16,1.103619137e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sleman,Sinduadi
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Gading,274414090.0,11 reviews,3.6,Pawn shop in Yogyakarta,"Jl. Mayjend Sutoyo No.46.A, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-78144849.0,1.103653548e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Mantrijeron,Mantrijeron
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Syariah Ngampilan,274513922.0,18 reviews,4.4,Pawn shop in Yogyakarta,"Jl. Letjen Suprapto No.47, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00–11.45 am Sunday Closed,-77976796.0,110356437.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Ngampilan,Jl. Letjen Suprapto No.47
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Babarsari,274484520.0,48 reviews,3.3,Pawn shop in Depok,"Jl. Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,,,Monday 8.00 am–2.30 pm Tuesday 8.00 am–2.30 pm Wednesday 8.00 am–2.30 pm Thursday 8.00 am–2.30 pm Friday 8.00 am–2.30 pm Saturday 8.00–11.30 am Sunday Closed,-7773965799999999.0,1.104133431e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Depok,Caturtunggal
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Tlagareja,274621105.0,67 reviews,4.6,Pawn shop in Indonesia,"Jl. Ngapak - Kentheng No.18a, Kwarasan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55592",,,,Monday 8.00 am–2.30 pm Tuesday 8.00 am–2.30 pm Wednesday 8.00 am–2.30 pm Thursday 8.00 am–2.30 pm Friday 8.00 am–2.30 pm Saturday 8.00 am–12.00 pm Sunday Closed,-77804135.0,1103460236.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Gamping,Nogotirto
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Jogoyudan,274773416.0,56 reviews,3.9,"Pawn shop in Wates, Kulon Progo","Jl. Diponegoro No.45, Jogoyudan, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55611",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 7.30 am–12.00 pm Sunday Closed,-7.8600643e+16,1101594526.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Wates,Wates
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Godean,274798046.0,40 reviews,3.9,Pawn shop in Sidomulyo,"Jl. Ngapak - Kentheng No.60, Jetis, Sidoagung, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55264",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed,-7767039699999999.0,1102916609.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Godean,Sidoagung
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Kasih Mandiri,81314678341.0,2 reviews,3.0,Pawn shop in the Banguntapan,"Jl. Raya Janti No.336, RW.27, Modalan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",,,,,-78080788.0,1.103608371e+16,,,,,,Banguntapan,Banguntapan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Tempel,2744362889.0,104 reviews,4.4,Pawn shop in Indonesia,"Pegadaian Tempel, Lodoyong, Jl Magelang Km 19, 55552, Wonokerso, Lumbungrejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552",https://pegadaian.co.id/,,,Monday 8.00 am–2.30 pm Tuesday 8.00 am–2.30 pm Wednesday 8.00 am–2.30 pm Thursday 8.00 am–2.30 pm Friday 8.00 am–2.30 pm Saturday 8.00–11.30 am Sunday Closed,-7777428.0,1103736635.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Tempel,Lumbungrejo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Basen,274371245.0,90 reviews,3.9,Pawn shop in Yogyakarta,"Jl. Kemasan No.20, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",,,,"Monday 7.30 am–12.00 pm, 12.30–2.30 pm Tuesday 7.30 am–12.00 pm, 12.30–2.30 pm Wednesday 7.30 am–12.00 pm, 12.30–2.30 pm Thursday 7.30 am–12.00 pm, 12.30–2.30 pm Friday 7.30–11.30 am, 12.30–2.30 pm Saturday 8.00 am–12.00 pm Sunday Closed",-7648887299999999.0,1103248306.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Kotagede,Prenggan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Unit Janti,81125247555.0,10 reviews,4.4,Pawn shop in the Banguntapan,"Jl. Maguwo No.138, Wonocatur, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-78229832.0,1104005426.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Banguntapan,Banguntapan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Timoho,274566940.0,15 reviews,4.0,Pawn shop in Yogyakarta,"Jl. Ipda Tut Harsono No.321, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7798701200000001.0,1.104114464e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Gondokusuman,Baciro
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Pasar Patok,2748541385.0,,,,"Kompleks Pasar Beringharjo Lt. 1, Gunungketur, Pakualaman, Yogyakarta City, Special Region of Yogyakarta 55166",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-77896848.0,1103933849.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Pakualaman,Gunungketur
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Gamping,274798743.0,31 reviews,4.0,Pawn shop in Indonesia,"58XC+H6H, Wates St, Patukan, Ambarketawang, Gamping, Sleman Regency, Special Region of Yogyakarta 55294",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7799402199999999.0,1.103770506e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Gamping,Ambarketawang
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Sleman,274868356.0,24 reviews,4.7,Pawn shop in Indonesia,"Jl. Pemuda No.1, Wadas, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.00 pm Sunday Closed,-7.8010859e+16,110320594.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sleman,Tridadi
PAWN SHOP JAWA TENGAH & JAKARTA,Pawn Shop Sharia Munggur,274798683.0,13 reviews,3.5,Pawn shop in Sidomulyo,"Jalan Godean KM. 7,5, Gesikan, Cokro Konteng, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55264",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7699734299999999.0,1.103483676e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Godean,Sidoarum
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Bantul,274367198.0,170 reviews,4.2,Pawn shop in Bantul,"Jl. K.H. Hasyim Ashari No. 4, Kurahan, Bantul, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55811",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–2.40 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7.7739146e+16,1103174592.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Bantul,Bantul
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Cokroaminoto,,33 reviews,4.7,Pawn shop in Yogyakarta,"Jl. Wiratama No.83, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",,,,Monday 8.00 am–2.30 pm Tuesday 8.00 am–2.30 pm Wednesday 8.00 am–2.30 pm Thursday 8.00 am–2.30 pm Friday 8.00 am–2.30 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7.8884002e+16,1.103273232e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Tegalrejo,Tegalrejo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Prambanan,274496105.0,69 reviews,4.5,Pawn shop in Indonesia,"Jl. Raya Selatan Prambanan, Kranggan, Bokoharjo, Sleman, Sleman Regency, Special Region of Yogyakarta 55572",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7787150800000001.0,1103525262.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sleman,Bokoharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Pasar Demangan,274561991.0,20 reviews,3.8,Pawn shop in Yogyakarta,"Jl. Affandi No.17C, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-77556682.0,1104907281.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Gondokusuman,Klitren
PAWN SHOP JAWA TENGAH & JAKARTA,Pawnshop UPC Besi,274895499.0,11 reviews,4.2,Pawn shop in Indonesia,"km 13,5, Jl. Kaliurang, Besi, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.00 pm Sunday Closed,-7780325899999999.0,1103883293.0,,,,,,Ngaglik,Sukoharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Dongkelan,274371467.0,4 reviews,5.0,Pawn shop in Yogyakarta,"Jl. Raya Bantul, RT.04/RW.16, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7835731699999999.0,1103526132.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Mantrijeron,Gedongkiwo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Bangunharjo,,12 reviews,3.0,Pawn shop in Panggungharjo,"Jl. Parangtritis No.194, Randubelang, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed,-7820532200000001.0,1103651385.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sewon,Bangunharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pakuwon Mall Jogja,2742924095.0,(52K),4.6,Shopping mall in Depok,"Jl. Ring Road Utara, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://pakuwonmalljogja.com/,,,Monday 10.00 am–10.00 pm Tuesday 10.00 am–10.00 pm Wednesday 10.00 am–10.00 pm Thursday 10.00 am–10.00 pm Friday 10.00 am–10.00 pm Saturday 10.00 am–10.00 pm Sunday 10.00 am–10.00 pm,-7828088599999999.0,1103673065.0,https://www.instagram.com/pakuwonmall.jogja/,https://www.facebook.com/pakuwonmalljogja,,,,Depok,Condongcatur
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Gedongkuning,274375806.0,28 reviews,4.4,Pawn shop in Yogyakarta,"Jl. Gedong Kuning 149 A, Pringgolayan, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55171",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-77588094.0,1103992739.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Banguntapan,Pringgolayan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Giwangan,274410014.0,16 reviews,3.8,Pawn shop in Yogyakarta,"Jl. Imogiri Tim. No.174, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7805204700000001.0,1.104020543e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Umbulharjo,Giwangan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Palagan,274884168.0,72 reviews,4.4,Pawn shop in Indonesia,"Jl. Palagan Tentara Pelajar No.73, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,,,Monday 8.00 am–2.30 pm Tuesday 8.00 am–2.30 pm Wednesday 8.00 am–2.30 pm Thursday 8.00 am–2.30 pm Friday 8.00 am–2.30 pm Saturday 8.00–11.30 am Sunday Closed,-7.8340348e+16,1103905341.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Ngaglik,Sariharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Upc Tlajung Udik,,,,,"Jl. Parangtritis No.163C, Brontokusuman, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",,,,,-7.7469625e+16,1.103729473e+16,,,,,,Mantrijeron,Brontokusuman
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Condong Catur,274882438.0,58 reviews,4.0,Pawn shop in Depok,"Jl. Ring Road Utara No.5A, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7826001400000001.0,1103677379.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Depok,Condongcatur
PAWN SHOP JAWA TENGAH & JAKARTA,Toko Fortuna,274557445.0,"(3,7K)",4.4,Home goods store in Yogyakarta,"6929+2R6, Jl. Mayor Suryotomo No.14, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.instagram.com/fortunajogja/,,,Monday 8.15 am–9.00 pm Tuesday 8.15 am–9.00 pm Wednesday 8.15 am–9.00 pm Thursday 8.15 am–9.00 pm Friday 8.15 am–9.00 pm Saturday 8.15 am–9.00 pm Sunday 8.15 am–9.00 pm,-77118977.0,1103517334.0,https://www.instagram.com/fortunajogja/,https://www.facebook.com/fortunahousewarejogja/,,,,Gondomanan,Ngupasan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPS Munggur Godean,2747110100.0,,,,"Jl. Godean KM 7.5, Gesikan, RT. 06/02, Cidoarum, Godean, Area Sawah, Mororejo, Sleman, Sleman Regency, Special Region of Yogyakarta 55552",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7.758117e+16,110396293.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sleman,Mororejo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Kadipiro,274618599.0,19 reviews,4.1,Pawn shop in Kasihan,"Ruko Kadipiro No, Jl. Wates No.KM 2, Kdipiro, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7.7998741e+16,1103695498.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Kasihan,Ngestiharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Syariah Palagan Sariharjo,,17 reviews,4.3,Pawn shop in Indonesia,"79HM+R6F, Jl. Palagan Tentara Pelajar, Rejodani 2, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed,-7664695099999999.0,1103189662.0,,,,,,Ngaglik,Sariharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Jombor,,1 review,1.0,Pawn shop in Indonesia,"Jl. Magelang No.204 b, Jongke Tengah, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",,,,Monday 7.00 am–3.00 pm Tuesday 7.00 am–3.00 pm Wednesday 7.00 am–3.00 pm Thursday 7.00 am–3.00 pm Friday 7.00 am–3.00 pm Saturday 7.00 am–3.00 pm Sunday Closed,-78220335.0,1103439159.0,,,,,,Mlati,Sendangadi
PAWN SHOP JAWA TENGAH & JAKARTA,Prima Abadi & Samsung Store Gejayan,274588319.0,"(6,3K)",4.9,Cell phone store in Yogyakarta,"Jl. Affandi No.12, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",http://s.id/primaabd,,,Monday 10.00 am–9.00 pm Tuesday 10.00 am–9.00 pm Wednesday 10.00 am–9.00 pm Thursday 10.00 am–9.00 pm Friday 10.00 am–9.00 pm Saturday 10.00 am–9.00 pm Sunday 10.00 am–9.00 pm,-7800748400000001.0,1103470952.0,https://www.instagram.com/primaabd/,https://www.facebook.com/prima.abadi/,,,,Gondokusuman,Demangan
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Cebongan,274864586.0,24 reviews,2.7,Pawn shop in Indonesia,"Jl. Purbaya Cebongan, Mlati, Gabahan, Sumberadi, Sleman, Sleman Regency, Special Region of Yogyakarta 55288",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.00 pm Sunday Closed,-77807293.0,1103795374.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sleman,Sumberadi
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Pasar Bantul,274367198.0,,,,"Jl. Raya Srandakan KM 2, Trimurti, Srandakan, Palem Sewu, Panggungharjo, Bantul, Bantul Regency, Special Region of Yogyakarta 55762",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-7.7204462e+16,110383061.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Bantul,Panggungharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Kolombo,82322284132.0,12 reviews,4.7,Pawn shop in Depok,"Jl. Kaliurang.14, KM 4.5, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",,,,"Monday 8.00 am–12.00 pm, 1.00–2.30 pm Tuesday 8.00 am–12.00 pm, 1.00–2.30 pm Wednesday 8.00 am–12.00 pm, 1.00–2.30 pm Thursday 8.00 am–12.00 pm, 1.00–2.30 pm Friday 8.00 am–12.00 pm, 1.00–2.30 pm Saturday 8.00–11.30 am Sunday Closed",-7.7639484e+16,1103792373.0,,,,,,Depok,Caturtunggal
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian Syariah Mlati,274867566.0,23 reviews,4.2,Pawn shop in Indonesia,"Jl. Magelang Km.7,2 No.197, Jongke Tengah, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,-77598157.0,1.104075164e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Mlati,Sendangadi
PAWN SHOP JAWA TENGAH & JAKARTA,Pusat Kredit HP Jogja Prima Abadi,83840451914.0,(104),4.9,Call shop in Depok,"Jl.Affandi Jl.Karang Asem No.CTX31 KAV A, Karang Gayam, Caturtunggal, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",http://web.facebook.com/groups/1530043377315014/?_rdc=1&_rdr,,,Monday 8.00 am–4.00 pm Tuesday 8.00 am–4.00 pm Wednesday 8.00 am–4.00 pm Thursday 8.00 am–4.00 pm Friday 8.00 am–4.00 pm Saturday 8.00 am–4.00 pm Sunday Closed,-77413025.0,1.103629446e+16,,,,,,Caturtunggal,Karang Gayam
PAWN SHOP JAWA TENGAH & JAKARTA,PSTORE JOGJAKARTA NEW,,"(1,9K)",4.8,Electronics store in Depok,"Eiger Ruko Raflesia, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://instagram.com/pstore_jogjakarta?igshid=MzRlODBiNWFlZA==,,,Monday 9.00 am–9.00 pm Tuesday 9.00 am–9.00 pm Wednesday 9.00 am–9.00 pm Thursday 9.00 am–9.00 pm Friday 9.00 am–9.00 pm Saturday 9.00 am–9.00 pm Sunday 9.00 am–9.00 pm,-7767495599999999.0,1.103914804e+16,https://www.instagram.com/pstore_jogjakarta/,,,,,Depok,Caturtunggal
PAWN SHOP JAWA TENGAH & JAKARTA,Pegadaian UPC Ngaglik,274888440.0,25 reviews,3.1,Pawn shop in Indonesia,"Kaliurang St No.10,2, Gondangan, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",,,,Monday 8.00 am–2.30 pm Tuesday 8.00 am–2.30 pm Wednesday 8.00 am–2.30 pm Thursday 8.00 am–2.30 pm Friday 8.00 am–2.30 pm Saturday 8.00 am–12.00 pm Sunday Closed,-77740332.0,1.104115207e+16,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Ngaglik,Sardonoharjo
PAWN SHOP JAWA TENGAH & JAKARTA,Pawn central Indonesia,2151303114.0,41 reviews,3.5,Pawn shop in South Jakarta,"Jl. Palmerah Barat No.30 2, RT.2/RW.5, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 11480",,,,Monday 9.00 am–6.00 pm Tuesday 9.00 am–6.00 pm Wednesday 9.00 am–6.00 pm Thursday 9.00 am–6.00 pm Friday 9.00 am–6.00 pm Saturday 9.00 am–6.00 pm Sunday Closed,-62075922.0,1.06790722e+16,,,,,,Kby. Lama,Grogol Utara
